time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°),Date
2018-10-20 09:00:00,12.6,2.1,2.1,100.0,80.0,100.0,100.0,16.8,211.0,2018-10-20
2018-10-20 10:00:00,12.0,0.2,0.2,100.0,97.0,100.0,100.0,14.1,212.0,2018-10-20
2018-10-20 11:00:00,12.1,0.0,0.0,100.0,100.0,100.0,100.0,14.8,219.0,2018-10-20
2018-10-20 12:00:00,12.7,0.0,0.0,100.0,99.0,98.0,100.0,14.7,234.0,2018-10-20
2018-10-20 13:00:00,12.9,0.0,0.0,100.0,97.0,98.0,94.0,15.8,235.0,2018-10-20
2018-10-20 14:00:00,13.6,0.0,0.0,100.0,74.0,94.0,72.0,15.6,241.0,2018-10-20
2018-10-20 15:00:00,14.9,0.0,0.0,93.0,35.0,67.0,72.0,18.6,248.0,2018-10-20
2018-10-20 16:00:00,15.0,0.0,0.0,61.0,48.0,15.0,29.0,19.6,256.0,2018-10-20
2018-10-20 17:00:00,15.7,0.0,0.0,86.0,87.0,4.0,18.0,19.1,268.0,2018-10-20
2018-10-20 18:00:00,16.1,0.0,0.0,100.0,91.0,7.0,48.0,16.6,268.0,2018-10-20
2018-10-20 19:00:00,16.2,0.0,0.0,79.0,63.0,29.0,15.0,13.4,256.0,2018-10-20
2018-10-20 20:00:00,16.3,0.0,0.0,70.0,44.0,50.0,0.0,13.4,256.0,2018-10-20
2018-10-20 21:00:00,16.2,0.0,0.0,46.0,27.0,36.0,0.0,11.3,253.0,2018-10-20
2018-10-20 22:00:00,14.6,0.0,0.0,38.0,15.0,41.0,0.0,6.8,238.0,2018-10-20
2018-10-20 23:00:00,13.4,0.0,0.0,25.0,3.0,37.0,0.0,7.5,235.0,2018-10-20
